category,book_name,book_explain,author,publisher,publish_date,price,rate,book_imgurl,keywords,book_type,info_text,num_of_page,topic,probability
기쁨,초역 니체의 말,3판,"프리드리히 니체 저자(글), 박재현 번역, 시라토리 하루히코  엮음",삼호미디어,2022년 08월 29일,"14,220원",9.7,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9788978496629.jpg,산문체 삶 시라토리 친구 기술 이전 인간,인문,"세상에 알려지지 않은 니체가 여기에 있다일본 아마존 인문 분야 1위, 해당 분야 역대 최다 판매 부수를 기록한 베스트셀러. 무언가 뚜렷하게 잘못된 것은 없지만 그렇다고 홀가분히 하루를 마치며 편안하게 잠자리에 들 수 없을 때가 있다. 딱히 어떤 말로 표현하기는 힘든, 막막하고 고독한 이 마음을 누군가에게는 이해받고 또 위로받고 싶은 순간이 있다. 《초역 니체의 말》은 그러한 당신에게 담담한 위로와 희망의 말을 건넨다.《초역 니체의 말》은 역사상 가장 위대한 철학자 중 하나로 꼽히는 프리드리히 니체의 글 가운데, 철학과 종교에 관한 해설서의 명쾌함으로 정평이 나 있는 일본의 작가 시라토리 하루히코가 편번역을 맡아 엄선한 232편의 명언을 담은 책이다. 다소 어렵게 느껴졌던 기존 니체의 분위기에서 벗어나 대중에게 좀 더 가까이 다가갈 수 있도록 새롭게 엮어진 《초역 니체의 말》은, 시대를 뛰어넘는 날카로운 통찰력과 함께 현대를 사는 우리의 내면을 자극하는 섬세한 감성으로 찾아온다. 니체의 철학과 강인한 생기, 보다 고귀한 자아를 향해 나아가려는 굳은 의지가 참신하고 짧은 산문체의 글 토막에 고스란히 담겨 있다. 이미 일본에서는 2010년 1월 출간 시점부터 현재까지 200만이 넘는 독자들이 이 책을 통해 희망과 위로를 얻고 있으며 그 행진은 아직까지도 진행형이다.왜 이토록 《초역 니체의 말》에 열광을 하는 것일까? 니체의 말은 어떠한 철학자보다 강한 흡입력과 통찰력이 있는 짧은 산문체의 글 토막으로 독자에게 다가온다. ‘타인에게 잘 보이기 위한 나’, ‘사회에서 무난하게 살아가기 위한 나’를 만드는 충고가 아닌, 오로지 제대로 된 ‘나’ 자체를 발견하는 시간에 대해 이야기하는 책이다. 다른 무엇보다 온전한 ‘나’를 위한 삶을 먼저 찾아볼 것을 말한다. 그 목소리에는 많은 이들이 쉽게 공감할 수 있되, 특유의 날카로움은 잃지 않은 담담한 어조로 읊조리는 현실의 감성이 묻어난다. 이러한 니체의 말은 복잡한 현대를 살아가는 우리들에게 잠시나마 자신을 되돌아보는 여유와 온기 어린 위로를 가져다준다.니체 특유의 날카롭고 직설적인 화법을 통해 마음을 사로잡는 강력한 매력이 묻어나는 《초역 니체의 말》은 232편의 짧은 글이 10개의 주제로 나뉘어 수록되어 있다. 나 자신에 대한 것으로 시작해 기쁨, 삶, 마음, 친구, 세상, 인간, 사랑, 지성, 아름다움에 대한 명문장들을 읽다 보면 무릎을 탁 치며 찾아오는 깨달음에 전율을 느낄 것이다. 니체의 문장 자체가 흥분시키기보다는 읽는 사람 스스로 자극과 영감을 받는다는 것에 흥분을 느끼는 것이다. 추운 겨울을 코앞에 둔 지금, 19세기 철학자의 뛰어난 통찰력과 날카로움, 삶에 대한 긍정이 담긴 《초역 니체의 말》로 마음을 데워 보는 건 어떨까.",276쪽,Topic #1,0.8190660181168212
기쁨,야생의 식탁,자연이 허락한 사계절의 기쁨을 채집하는 삶,"모 와일드 저자(글), 신소희 번역",부키,2023년 10월 25일,"17,820원",10.0,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9788960519930.jpg,버섯 해초 초학자 채취 최재천 팬케이크,시/에세이,"자연에서는 누구도 가난해지지 않는다생태학자 최재천 · 식물세밀화가 이소영 《숲속의 자본주의자》 박혜윤 강력 추천!. 기후 위기와 자연 파괴를 염려하면서도 기꺼이 무한 욕망의 소비 지옥으로 뛰어드는 사람들을 보며, 모 와일드는 한 가지 질문을 떠올린다. ‘정말로 지구에 식량 위기가 닥친다면 우리는 채집ㆍ수렵만으로 생존할 수 있을까?’ 이 책은 그 답을 얻기 위해 직접 채취와 야생식만으로 살아보겠다고 나선 저자의 도전기다. 자연을 사랑하는 채취인이자 약초학자인 모 와일드는 일 년 동안 마트에 가는 대신 숲에서 나뭇잎과 버섯을 따고 바다에서 해초를 뜯는다. 도토리 가루로 팬케이크를 굽고 난생처음 고등어 낚시에 도전한다. 매 끼니가 고군분투다. 그런데 이렇게 계절마다 자연이 내주는 것들에 의지해 살아 보니, 배만 부른 게 아니라 마음도 넉넉해진다. 오늘 저녁 식탁에 오를 눈앞의 자연에 집중하는 순간, 복잡한 생각은 전부 사라지고 단순한 즐거움이 솟는다. 미슐랭 스타 레스토랑에서 먹는 값비싼 요리가 하나도 안 부럽다.호기심을 안고 책장을 넘기다 보면 어느새 저자를 따라 숲과 바다를 쏘다니고, 그가 초대한 식탁 앞에 앉게 된다. 이 유쾌하고 모험심 넘치는 스코틀랜드 할머니는 죽은 나무둥치 아래 버섯을 찾아내는 법부터 인류의 식문화사, 동식물의 생태, 영혼을 살찌우는 야생식 레시피까지 하루하루 다채로운 이야기로 가득한 식탁을 차려 낸다. 지금껏 한번도 느껴 본 적 없는 야생의 맛과 효과를 경험할 시간이다.",428쪽,Topic #3,0.8105166702129378
기쁨,일의 기쁨과 슬픔,장류진 소설집,장류진 저자(글),창비,2019년 10월 25일,"12,600원",9.35,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9788936438036.jpg,한국현대소설 언니 아주머니 직장생활 거북 직장인,소설,"모두가 기억하게 될 이름, 장류진이 전하는 오늘의 이야기!. 2018년 창비신인소설상으로 등단한 이후 단숨에 수많은 독자와 문단의 관심을 한 몸에 받으며 센세이션을 일으킨 장류진 작가의 첫 번째 소설집 『일의 기쁨과 슬픔』. 창작과비평 웹사이트에 공개된 직후 SNS를 통해 입소문을 타고 누적 조회수 40만 건에 이를 정도로 폭발적인 호응을 얻었던 등단작 《일의 기쁨과 슬픔》을 포함해 주로 이삼십 대 젊은 직장인들의 이야기를 다룬 8편의 소설들이 수록되어 있다.회사에서 운영 중인 중고 거래 어플에 글을 도배하다시피 하는 ‘거북이알’의 정체를 알고자 만남을 가진 ‘나’, 카드회사 공연기획팀 소속으로, 유명 뮤지션의 내한 공연을 성사시키고 특진을 약속받았으나 개인 SNS에 공연 소식을 가장 먼저 올리지 못해 토라진 회장의 심술로 월급을 카드 포인트로 대신 받게 되고, 자본주의 시스템을 영리하게 활용해 나름대로 생활을 꾸려나가는 ‘거북이알’의 기막힌 사연을 담은 표제작 《일의 기쁨과 슬픔》은 담백하면서도 깊은 인상을 남기는 소설이다. 결혼식을 3일 앞둔 날, 3년간 교류가 없었던 직장 동기 빛나 언니의 연락을 받고 청첩장 약속을 잡게 된 ‘나’의 이야기를 담은 《잘 살겠습니다》에서는 빛나 언니의 독특한 캐릭터가 흥미롭게 그려지는 한편 주인공이 그녀를 지켜보며 심경 변화를 겪는 과정이 설득력 있게 전개되고, 애써 마련한 집을 더 잘 관리하기 위해 민망함을 무릅쓰고 가사도우미 아주머니를 고용하면서 각자 자신이 노동자이되 고용관계, 계층, 세대, 종교 등 여러 면에서 대비되는 화자와 아주머니의 독특한 관계에서 형성되는 묘한 서스펜스가 돋보이는 《도움의 손길》 등 기민한 시각으로 발견해낸 이 사회의 단면들을 다채로운 방식으로 그려낸 작품들을 만나볼 수 있다.. 각자의 애환이 담긴 직장생활의 디테일이 실감나게 그려진 동시에, 일상의 무게에 힘겨워하면서도 끝내 반짝이는 우리 삶의 소중한 순간들을 아름답게 담아낸 저자의 작품들 속에는 눈물짓되 침잠하지 않고, 힘에 부치지만 자기 나름의 지혜로 잘 버텨나가며, 어떻게든 삶의 기쁜 장면을 만들어낼 줄 아는 바로 우리의 이야기가 곳곳에 스며있다. 재미, 개성, 시의성 등 여러 면에서 단연 발군의 면모를 갖춘 이 놀라운 신예의 작품은 이제 곧 새로운 십년을 맞이하는 우리 소설 주목해야 할 중요한 지점이 되기에 충분할 것이다.",236쪽,Topic #3,0.8486793315114766
기쁨,상실의 기쁨,흐릿한 어둠 속에서 인생의 빛을 발견하는 태도에 관하여,"프랭크 브루니 저자(글), 홍정인 번역",웅진지식하우스,2023년 03월 17일,"16,200원",9.53,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791185424286.jpg,모기지 뇌졸중 뉴욕 타임스 파친코 항암 치료 센트럴 파크,시/에세이,"“어느 누구도 상처받지 않은 채 오늘을 살아낼 수는 없다.나는 삶이 나를 얼마나 사랑하는지보다내가 삶을 얼마나 사랑하는지에 훨씬 더 집중했다.”30년 경력의 《뉴욕타임스》 저널리스트가오른쪽 눈의 시력을 잃고서야 비로소 발견한 세상의 아름다운 것들불행에 인내하고 행복에 오래 머무르려는 결심에 관한 이야기. “산악 모험가 에릭 와이헨메이어는 시각장애인으로서는 최초로 에베레스트산 정상에 올랐고 세계 7대 봉우리를 모두 등정했을 뿐만 아니라 그랜드캐니언의 급류에서 카약을 즐겼다.” 이 한 줄이 기사화되기까지 에릭 와이헨메이어는 수많은 좌절과 표현할 수 없는 무력감을 겪었을 것이다. 한계를 극복하려는 도전은 경이롭지만 동일한 한계를 겪어본 적 없는 우리는 표면적인 감동만을 느낄 수밖에 없다. 타인의 불행은 그런 것이다. 『상실의 기쁨』 저자 프랭크 브루니 역시 이런 뉴스들로 넘쳐나는 저널리스트 생활을 30년 이상 해왔지만 오른쪽 시력을 잃기 전까지는 이 성취가 얼마나 대단한 것인지 전혀 깨닫지 못했다. 이러한 이야기에 관심을 기울이기에는 지나치게 다른 데 마음이 쏠려 있었고, 지나치게 순진했으며, 지나치게 우쭐해 있었기 때문이다. 물론 ‘시력 상실’이 자신의 일이 될 거라고 상상해본 적도 없었다. 이것은 비단 프랭크 브루니만의 이야기는 아닐 것이다.《뉴욕타임스》에서 20년 이상 간판 칼럼니스트로 명성을 쌓았고 백악관 담당 기자, 이탈리아 로마 지국장을 역임하고 음식 평론가로도 활동하며 주목받는 글을 써온 프랭크 브루니. 여전히 왕성하게 일하던 쉰두 살의 어느 날, 느닷없이 닥쳐온 뇌졸중으로 시신경에 혈액 공급이 끊겨 점점 오른쪽 눈의 시력을 잃어가게 된다. 의사는 왼쪽 시력마저 위험할 수 있다고 경고하는데, 이런 와중에 오랜 연인은 다른 사람과 사랑에 빠졌다는 이유로 이별하고, 아버지는 알츠하이머병에 걸리게 된다. 이러한 불행들을 계기로 지금까지 열심히 살아왔다고 자신했지만 그동안 놓쳤던 것이 무엇인지 흐린 오른쪽 눈을 가지고 찾아보는 기회를 비로소 갖게 된다. 소설 『파친코』의 이민진 작가는 《뉴욕타임스》에 “막대한 삶의 허기를 용기 있게 마주한 사람들의 이야기. 이 책은 시력을 잃은 사람의 슬픈 이야기가 아니라 삶이 시험에 들 때도 앞으로 나아가려는 사람의 이야기다. 브루니는 상실을 강건한 지혜로 바꾸어낸다”라는 내용과 함께 장문의 추천의 글을 남기며 강력한 극찬을 보냈다. 아울러 『부모와 다른 아이들』, 『한낮의 우울』 저자인 심리학자 앤드루 솔로몬 역시 “프랭크 브루니는 회복탄력성을 철학적으로 이야기하는 재주를 가졌다”라는 찬사로 저자의 유일무이함을 인증했다.",412쪽,Topic #3,0.8265491499098229
기쁨,삶을 견디는 기쁨,힘든 시절에 벗에게 보내는 편지,"헤르만 헤세 저자(글), 유혜자 번역",문예춘추사,2022년 12월 01일,"14,400원",9.77,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9788976045621.jpg,,시/에세이,"밤을 비추는 등대의 불빛 같은 글,〈삶을 견디는 기쁨〉. 고향, 자연, 예술에 대한 뜨거운 고백을 담은 헤르만 헤세의 에세이집 〈그리움이 나를 밀고 간다〉에 이어 이번에는 그의 외로움과 고통을 예술로 승화한 〈삶을 견디는 기쁨〉이 출간되었다. 헤세는 1946년, 노벨문학상과 괴테상을 동시에 수상하는 등 작가로서 눈부신 영광을 얻었다. 그러나 조국 독일에 대항해서 반전 운동을 펼치면서 같은 독일인들에게 온갖 비난을 당하기도 했다. 개인적인 면에서는 아내는 정신병을 앓았고 헤세 자신도 예민한 감수성 탓에 어렸을 때부터 자살 충동에 시달리는 등, 힘겨운 일생을 보냈다.그럼에도 불구하고 헤세는 어떤 고난에도 굴하지 않고 아이처럼 순수한 마음으로 세상을 보고, 고통을 느끼며, 행복을 맛보았다. 또한 자신의 경험을 수필, 동화, 시 등 다양한 장르의 글과 그림으로 옮겨 두기도 했다. 그의 작품들은 오늘날에도 우리들에게 기쁨을 주고 있다.심리학자 칼 구스타프 융은 그의 글을 가리켜 ‘폭풍이 이는 밤을 비추는 등대의 불빛’이라 칭송하였다. 그 말대로 온갖 고난과 우울 속에서도 희망과 깨달음이 번뜩이는 헤세의 글들은 우리에게 인생을 비추는 등대가 되어 준다. 이 책을 읽는 동안, 독자들은 삶 그 자체를 긍정하는 실존의 경이로움을 체험할 것이다.",312쪽,Topic #3,0.8304655763357882
기쁨,초역 니체의 말 2,3판,"프리드리히 니체 저자(글), 박미정 번역, 시라토리 하루히코  번역",삼호미디어,2022년 09월 26일,"14,220원",9.63,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9788978496681.jpg,시라토리 철학자 삶 친구 환대 인간,인문,"일본 밀리언셀러, 국내 스테디셀러 《초역 니체의 말》에 이은 두 번째 이야기조금 더 가까이 우리 곁으로 다가온 니체를 만난다 인간을 위한 생의 철학으로 세상을 매혹시킨 위대한 철학자의 외침“자신이라는 인간을 체험하는 것, 그것이 인생이다”. 2010년 일본 출간 이래 200만 부 이상의 경이적인 판매고를 기록하며 밀리언셀러에 오른 《초역 니체의 말》은 일본은 물론 국내에서도 여전히 수많은 독자의 사랑을 받고 있다.  생(生) 철학의 대가이자 역사상 가장 위대한 철학자로 손꼽히는 프리드리히 니체의 글 가운데, 현대인의 고민과 불안을 날카롭게 직시하며 그에 대한 냉철한 성찰과 온기 어린 위로를 선사하는 글귀들을 엮은 것이 《초역 니체의 말》의 기본 구성이다.그 두 번째 이야기인 《초역 니체의 말 Ⅱ》 또한, 시대를 뛰어넘는 날카로운 통찰력을 담아 21세기를 사는 우리의 내면을 예리하게 자극하는 특유의 감성들로 채워졌다.  다만 전작의 기저에 흐른 사상이 ‘자존감의 회복’, ‘삶의 기쁨 찾기’, ‘자기 극복’이었다면 본서에서는 ‘무엇보다 나 자신의 삶을 살아라’의 기본 맥락 아래 ‘삶의 창조’, ‘고난의 수용’, ‘높은 것(이상)에 대한 의지’를 풀어 넣었다.  누구의 눈치도 볼 것 없이 오직 나 자신에게 충실한 삶을 찾되, 그저 굴러가는 대로 살아지는 방임적 삶이 아니라 스스로 선택하는 인생, 스스로에게 부끄럽지 않은 인생, 후회 없는 인생을 만들어나갈 것을 독려한다. 이처럼 요약되는 전체의 메시지는 학교, 사회, 책 그 어디로부터 수십 수백 번이고 들어봤음 직한 조언, 충고와 닮아 보이지만 니체의 접근은 다르다.  ‘옮음’에 대한 무조건적인 강요 혹은 명령을 거부하며 질문을 건넨다.  지금 내가, 당신이, 우리가 고민하고 있는 것은 무엇이며 무엇이 아픈가. 개인은 어느 순간 어떤 선택에서 상처 입고 삶에서 후퇴하는가를 담담하면서도 예리한 시선으로 반문하곤 한다.  그리고 그와 동시에 고난과 시련을 회피하지 않고 마주하는 사람, 그리하여 생생히 나아가는 사람, 높은 곳으로 부단히 향하는 사람의 모습을 조용히 비춰줌으로써 읽는 이의 가슴에 단단한 용기를 심어주려 한다.작고한 지 2세기가 지난 오늘날까지도, 니체의 글은 빛이 바래기는커녕 더욱 예리하게 핵심을 파고드는 현실인식과 특유의 자유분방한 문체로 우리의 마음을 매혹시킨다. 여기에 철학과 종교에 관한 쉽고도 명쾌한 해설로 정평이 난 시라토리 하루히코의 감성 어리고 톡톡 튀는 해석이 덧입혀져, 어렵지 않으면서도 깊고 섬세한 감흥과 여운을 전하는 223편의 경구가 탄생했다. 당신의 삶에 또 한 번 오롯한 감동을 선사할 《초역 니체의 말 Ⅱ》를 지금 만나보자.",260쪽,Topic #1,0.8558901330699288
기쁨,생에 감사해,No book_explain exists,김혜자 저자(글),수오서재,2022년 12월 22일,"15,300원",9.73,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791190382915.jpg,커튼콜 노희경 연기 인생 드라마 마지막 작품 바늘귀,시/에세이,"우리들의 배우 김혜자의 연기, 인생“그럼에도 불구하고, 생에 감사해”. 한국을 대표하는 연기자, 우리가 사랑하는 배우 김혜자. 그녀는 지난 60년간 수많은 배역으로 살며 삶의 모순과 고통, 환희와 기쁨을 전했다. 배역을 맡으면 온전히 ‘그 사람’이 되어야만 했고, 그렇게 되기 위해 수십, 수백 번 몸부림치며 연기했다. 죽기 살기로 하면 그 뒤는 신이 책임져 주시리라는 믿음으로, 연기 잘한다는 평가를 최고의 선물이라 여기며 몰입했다. 언제나 편안한 이미지로 다가오는 배우이지만 그녀의 삶 이면에는 그토록 치열한 시간과 감사의 기도가 함께했다.매번 작품을 할 때마다 그것이 자신의 ‘마지막 작품’이라고 여기는 배우, 작품을 선택할 때 비록 현실이 고통스럽고 절망적이더라도 그 사이에 바늘귀만 한 희망의 빛이 보이는가를 기준으로 삼는 배우, 자신은 죽음을 생각하지만 절망한 사람들에게 희망을 주는 작품만을 선택하는 배우, 김혜자. 이 책은 그녀의 연기 인생에 대한 자전적 기록이며, 몰입과 열정, 감사와 기쁨, 그리고 ‘국민 배우’, ‘국민 엄마’라는 명성 이면의 불가해한 허무와 슬픔에 대한 생의 무대 위 고백이다. 그녀에 대해 잘 알든 모르든, 글을 다 읽고 마지막 책장을 덮으면 ‘김혜자는 역시 김혜자’라는 생각이 들면서 마음이 뭉클해진다.",376쪽,Topic #3,0.8268965451941492
기쁨,기쁨의 천 가지 이름,"바이런 케이티, 도덕경을 말하다 (modern spiritual classic  1)","바이런 케이티 저자(글), 스티븐 미첼 저자(글), 김윤 번역",침묵의향기,2020년 11월 18일,"15,120원",9.33,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9788989590866.jpg,초판 발행 족쇄 주간지 구애 감옥 경이,시/에세이,"스트레스받지 않는 평화로운 마음,어떤 생각에도 구애받지 않는 자유로운 삶, 그것은 누구에게나 가능하다. 세계적인 영적 지도자인 바이런 케이티가 도덕경을 소재로 자유롭고 평화로운 삶의 길을 말한다. 궁극의 진리 혹은 진실이란 무엇이며, 우리는 본래 무엇인지를, 어찌하여 생각이 모든 괴로움과 스트레스의 원인이며, 어떻게 하면 생각의 감옥에서 완전히 해방되어 흔들림 없는 평화를 누릴 수 있는지를, 어디에도 걸림 없는 완전한 대자유의 삶이란 어떠한지를, 그리고 모르고 있을 뿐 실은 우리가 이미 그 자유라는 진실을 심오한 통찰과 감동적인 언어로 들려준다. 생각의 족쇄에서 풀려나는 단순하면서도 경이로운 방법인 ‘작업’에 대한 설명과 사례도 곁들인다. 바이런 케이티는 현재 세계에서 가장 영향력 있는 영적 지도자 중 한 명이며, 시사주간지 타임은 그녀를 새 시대의 영적 지도자로 소개했다. 2014년에 초판 발행한 책을 전반적으로 번역을 다듬어 새롭게 펴냈다.",419쪽,Topic #3,0.7793008071162347
기쁨,상관없는 거 아닌가?,장기하 산문,장기하 저자(글),문학동네,2020년 09월 11일,"13,050원",9.4,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9788954674607.jpg,한국에세이 감정 일상다반사 한달음 장기 노래 가사,시/에세이,"곰곰 ‘나’를 들여다보고, 조금씩 마음의 짐을 덜어내며,‘나’답게 살기 위한 작은 노력들에 대하여. 뮤지션 장기하 첫 산문집 『상관없는 거 아닌가?』. 재기발랄하고 아름다운 가사와 개성 있는 음악으로 사랑받아온 뮤지션 장기하의 첫 산문집이다. 지금 이 순간을 살아가는 평범한 생활인으로서 대중음악가로서 느끼는 일상다반사에 대한 생각과 감정을 솔직, 담백, 유쾌하게 담았다. 일상의 기쁨과 슬픔을 받아들이는 자세에 관한 때론 웃기고, 때론 싱겁고, 때론 마음 깊이 공감할 만한 장기하다운 이야기들로 가득하다. 무엇보다 즐겁고 상쾌하다. 작은 사물도, 사소한 사건도, 지나치기 쉬운 일상도, 그의 글 속에서 특별하고 감각적인 경험으로 새롭게 옷을 갈아입는다. 장기하의 산문은 예의 그 강렬하고도 문학적인 노래가사들만큼이나 눈길을 사로잡아 한달음에 ‘읽는 재미’를 선사한다. 그의 노래들이 소탈하고도 단단한 내면에서 우러나온 것임을 느끼게 되기도 한다. 별것 아닌 듯하지만 은근히 신경쓰이는 일들, 무심코 지나치기 쉬운 일상의 사건들, 사물들을 포착해 자신만의 유쾌한 이야기로 재탄생시키는 장기하식 스토리텔링을 따라가다보면, 어느새 즐겁고 포근한 마음이 된다. 뮤지션이 아닌, 작가 장기하의 이야기는 이제 막 시작되었다.",264쪽,Topic #1,0.7693739037559114
기쁨,나로 살아가는 기쁨,진짜 삶을 방해하는 열 가지 거짓 신념에서 깨어나기,"아니타 무르자니 저자(글), 추미란 번역",샨티,2017년 05월 31일,"13,500원",9.66,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791188244003.jpg,임사 체험 죄과 의료 체계 에고 영적 림프종,시/에세이,"[그리고 모든 것이 변했다]의 저자 아니타 무르자니(Anita Moorjani)의 신작 『나로 살아가는 기쁨』. 이번 책에서 그녀는 우리 사회를 지배하는 열 가지 주된 ‘거짓 신념’들을 파헤치고, 이러한 거짓 신념들이 우리를 얼마나 두려움과 불안으로 몰아넣는지 자신과 주변 사람들의 이야기를 통해 들려주며, 나아가 이 같은 거짓 믿음에 휘둘리지 않고 ‘진짜 나 자신으로 사는 법’을 임사 체험에서 깨달은 지혜와 함께 풀어냈다.",304쪽,Topic #1,0.7905179921402792
